Gene_symbol,Chrom,CDS_Begin,CDS_End,MGI_lethal,IMPC,EG,NLG,RVIS_ExAc_score,RVIS_ExAc_perc,pLI_score,pLI_perc,HGMD_tag,OMIM_disorder
ACE2,X,15561033,15602148,N,.,N,Y,0.150493969,61.02911385,0.999070361,5.8,.,.
ACER1,19,6306142,6333629,N,.,N,Y,0.084729555,56.09191411,0.335356707,34.7,.,.
ACER2,9,19409059,19452020,N,.,N,N,-0.059741353,45.11778665,0.146646887,40.7,.,.
ACER3,11,76860867,77026797,N,.,N,N,-0.042016662,46.43167217,0.831594949,20.6,.,.
ACHE,7,100889994,100896974,Y,.,Y,N,-0.436653948,22.89170574,0.996674942,7.7,DFP,"[Blood group, Yt system], 112100 (3)"
ACIN1,14,23058564,23095614,N,.,N,N,-0.499917934,20.18290212,0.999998437,1.8,.,.
ACKR1,1,159203307,159206500,N,.,N,Y,.,.,.,.,.,.
ACKR2,3,42804752,42887974,N,.,N,Y,0.097973006,57.00063668,0.00037689,68,.,.
ACKR3,2,236567787,236582358,Y,Lethal,Y,N,0.118568504,58.65022863,0.419555702,32.3,.,.
ACKR4,3,132597237,132618967,N,.,N,Y,0.480629485,79.77658158,0.007445108,56.3,.,.
ACLY,17,41866908,41930542,Y,.,Y,N,-1.679429583,2.506222145,0.99641498,7.8,DP,.
ACMSD,2,134838547,134902034,N,.,N,N,0.384045085,75.10563176,1.99E-07,85.2,.,.
ACO1,9,32384603,32454769,Y,.,Y,N,-1.347312303,4.323667303,3.57E-08,87.4,.,.
ACO2,22,41469125,41528989,N,.,N,N,-0.877433808,9.995948371,0.454377775,31.3,DM,"Infantile cerebellar-retinal degeneration, 614559 (3); ?Optic atrophy 8, 616289 (3)"
ACOT1,14,73537114,73543794,N,.,N,N,.,.,0.035999166,48.8,.,.
ACOT11,1,54542257,54639192,N,.,N,Y,0.584216026,83.65456966,1.33E-10,92.7,.,.
ACOT12,5,81330005,81394179,N,.,N,N,-0.183312917,36.54569659,1.29E-11,94.1,.,.
ACOT13,6,24667035,24705065,N,.,N,Y,0.268480327,68.6056607,3.43E-05,74.9,.,.
ACOT2,14,73567620,73575658,N,.,N,N,0.8382163,89.98089946,0.142294698,41,.,.
ACOT4,14,73591706,73596496,N,Viable,N,Y,0.141077527,60.28245644,4.21E-08,87.2,.,.
ACOT6,14,73610945,73619888,N,.,N,N,0.12592113,59.20588065,0.001523887,63,.,.
ACOT7,1,6264269,6394391,N,.,N,N,-0.902009032,9.53869306,0.381517902,33.3,.,.
ACOT8,20,45841721,45857406,N,.,N,N,0.976957029,92.43502923,3.57E-05,74.8,.,.
ACOT9,X,23702253,23766475,N,.,N,N,0.365212869,74.13902877,1.91E-05,76.4,.,.
ACOX1,17,75941507,75979363,N,.,N,Y,-0.441286593,22.67754819,0.094435306,43.5,DM,"Peroxisomal acyl-CoA oxidase deficiency, 264470 (3)"
ACOX2,3,58505136,58537319,N,.,N,N,-0.160653142,37.96376686,1.55E-09,90.8,.,.
ACOX3,4,8366282,8440723,N,.,N,N,0.374128395,74.64258841,3.03E-12,94.9,.,.
ACOXL,2,110732573,111118222,N,.,N,N,1.435803692,96.6024194,6.28E-10,91.5,.,.
ACP1,2,264140,278283,N,.,N,Y,-0.023183121,47.73398159,0.002207534,61.5,.,.
ACP2,11,47239302,47248906,N,.,N,Y,-0.362580181,26.22561787,0.000525977,66.9,.,"?Lysosomal acid phosphatase deficiency, 200950 (1)"
ACP5,19,11574660,11579008,N,.,N,Y,0.390591665,75.41239799,0.123568348,41.9,DM,"Spondyloenchondrodysplasia with immune dysregulation, 607944 (3)"
ACP6,1,147629652,147670496,N,.,N,N,0.854030858,90.2760896,3.14E-05,75.1,DM?,.
ACPP,3,132317367,132368298,N,.,N,Y,-0.431064706,23.12901545,1.76E-07,85.4,FTV,.
ACPT,19,50790415,50795224,N,.,N,N,-0.416058551,23.66730335,1.22E-13,96,.,.
ACR,22,50738196,50745334,N,.,N,Y,0.156083554,61.48058112,0.01545989,53,.,?Male infertility due to acrosin deficiency (2)
ACRBP,12,6638075,6647460,N,.,N,Y,0.003304686,49.75979626,1.88E-07,85.2,.,.
ACRC,X,71578411,71613583,N,.,N,N,0.085837372,56.15558257,0.982862106,11.3,.,.
ACRV1,11,125671522,125681123,N,.,N,N,0.242293684,67.01973722,0.000432843,67.5,.,.
ACSBG1,15,78167468,78245688,N,.,N,Y,-0.485199748,20.74434219,0.006700298,56.8,.,.
ACSBG2,19,6135247,6193094,N,.,N,Y,1.203331922,95.05122417,3.48E-07,84.3,.,.
ACSF2,17,50426158,50474845,N,Viable,N,Y,-0.6936757,14.15176246,0.08385164,44.2,.,.
ACSF3,16,89088375,89155846,N,.,N,N,0.062675124,54.32077328,1.37E-15,97.2,DM,"Combined malonic and methylmalonic aciduria, 614265 (3)"
ACSL1,4,184755595,184826818,N,.,N,N,-0.338006426,27.36007409,0.091837331,43.6,.,.
ACSL3,2,222860934,222944639,N,.,N,N,-0.158890404,38.10846791,0.530102681,29.1,.,.
ACSL4,X,109624244,109733403,N,.,Y,N,-0.383328502,25.24743879,0.99576765,8.1,DM,"Mental retardation, X-linked 63, 300387 (3)"
ACSL5,10,112374018,112428380,N,Viable,N,Y,-0.535000983,18.79377207,0.016763711,52.6,DFP,.
ACSM1,16,20623237,20698890,N,.,N,N,0.91053248,91.28320889,4.37E-09,89.7,.,.
ACSM2A,16,20451461,20487667,N,Viable,N,Y,0.925696379,91.61891532,2.49E-06,80.9,.,.
ACSM2B,16,20536226,20576427,N,.,N,N,0.956668363,92.13405105,8.66E-06,78.4,FP,.
ACSM3,16,20610243,20797581,N,.,N,Y,0.635626645,85.2347051,4.98E-09,89.6,DFP,"{?Hypertension, essential} (1)"
ACSM4,12,7304284,7328724,N,.,N,N,0.777232305,88.74225849,4.67E-11,93.4,.,.
ACSM5,16,20409534,20441336,N,.,N,N,1.83386473,98.25779939,5.09E-08,86.9,.,.
ACSM6,10,95194200,95228928,N,.,N,N,.,.,.,.,.,.
ACSS1,20,25006230,25058980,N,.,N,Y,-0.408404087,24.00300978,0.001396696,63.4,.,.
ACSS2,20,34872146,34927962,N,.,N,N,-0.546330528,18.33651676,8.97E-11,93,.,.
ACSS3,12,80936414,81261205,N,.,N,N,-0.70294221,13.8392082,3.00E-11,93.7,.,.
ACTA1,1,229431245,229434098,Y,.,Y,N,-0.525085865,19.18735892,0.008026632,55.9,DM,"Nemaline myopathy 3, autosomal dominant or recessive, 161800 (3); Myopathy, actin, congenital, with excess of thin myofilaments, 161800 (3); Myopathy, actin, congenital, with cores, 161800 (3); Myopathy, congenital, with fiber-type disproportion 1, 255310 (3)"
ACTA2,10,88935074,88991390,N,.,N,Y,-0.267108277,31.41749146,0.734223241,23.6,DM,"Aortic aneurysm, familial thoracic 6, 611788 (3); Multisystemic smooth muscle dysfunction syndrome, 613834 (3); Moyamoya disease 5, 614042 (3)"
ACTB,7,5527151,5563784,Y,.,Y,N,-0.862733333,10.3316548,0.935803217,15.8,DM,"?Dystonia, juvenile-onset, 607371 (3); Baraitser-Winter syndrome 1, 243310 (3)"
ACTBL2,5,57480016,57482809,N,.,N,N,0.827842702,89.72043758,6.02E-10,91.6,.,.
ACTC1,15,34788096,34796139,Y,.,Y,N,-0.321544247,28.21670429,0.946770309,15.1,DM,"Cardiomyopathy, dilated, 1R, 613424 (3); Cardiomyopathy, hypertrophic, 11, 612098 (3); Atrial septal defect 5, 612794 (3); Left ventricular noncompaction 4, 613424 (3)"
ACTG1,17,81509971,81523847,Y,.,Y,N,-1.625266657,2.743531863,0.218555804,38.1,DM,"Deafness, autosomal dominant 20/26, 604717 (3); Baraitser-Winter syndrome 2, 614583 (3)"
ACTG2,2,73892314,73919865,N,.,N,N,-0.525085865,19.18735892,0.692010864,24.8,DM,"Visceral myopathy, 155310 (3)"
ACTL10,20,33666498,33668525,N,.,N,N,0.316368397,71.5054697,0.001052601,64.5,.,.
ACTL6A,3,179562880,179588408,Y,.,Y,N,0.023748636,51.34571974,0.992221335,9.4,.,.
ACTL6B,7,100643097,100656461,Y,.,Y,N,-0.680738037,14.48168085,0.987130695,10.6,.,.
ACTL7A,9,108862266,108863759,N,.,N,N,0.294159089,70.15106789,6.78E-06,79,.,.
ACTL7B,9,108854589,108856967,N,.,N,N,-0.822189382,11.12461654,6.60E-05,73.1,.,.
ACTL8,1,17755313,17827063,N,.,N,N,0.461946007,78.93152746,0.077144246,44.6,.,.
ACTL9,19,8697397,8698822,N,.,N,N,0.685278874,86.54280257,0.042627929,47.9,.,.
ACTN1,14,68874143,68979440,N,.,N,N,-1.654184846,2.650923193,0.999930574,3.5,.,"Bleeding disorder, platelet-type, 15, 615193 (3)"
ACTN2,1,236686454,236764631,N,.,N,N,-0.451361828,22.20871679,0.999811916,4.2,DM,"Cardiomyopathy, dilated, 1AA, with or without LVNC, 612158 (3); Cardiomyopathy, hypertrophic, 23, with or without LVNC, 612158 (3)"
ACTN3,11,66546395,66563329,N,.,N,Y,.,.,.,.,FP,[Alpha-actinin-3 deficiency] (3); [Sprinting performance] (3)
ACTN4,19,38647649,38731583,Y,.,Y,N,-1.49467414,3.391792557,0.999989805,2.5,DM,"Glomerulosclerosis, focal segmental, 1, 603278 (3)"
ACTR10,14,58200080,58235636,N,.,N,N,-0.154409651,38.42681021,0.004736237,58.4,.,.
ACTR1A,10,102479229,102502711,N,.,N,N,-0.402163571,24.28662384,0.941234074,15.5,.,.
ACTR1B,2,97655963,97664107,N,.,N,N,-0.608422187,16.49591943,0.031660126,49.4,.,.
ACTR2,2,65227753,65271253,N,.,N,N,-0.337507753,27.3890143,0.997096541,7.5,.,.
ACTR3,2,113889960,113962596,Y,.,Y,N,-0.305580815,29.14857904,0.998335664,6.7,.,.
ACTR3B,7,152759749,152855378,N,.,N,N,-0.369279534,25.88991144,0.99754718,7.2,.,.
ACTR3C,7,150243916,150323725,N,.,N,N,1.01433189,92.92701279,0.001231511,63.9,DM?,.
ACTR5,20,38748442,38772520,N,.,N,N,-0.234877184,33.36806158,1.00E-12,95.3,.,.
ACTR6,12,100199122,100241865,N,.,Y,N,-0.332721412,27.59738381,0.004685943,58.4,.,.
ACTR8,3,53867066,53882202,N,Lethal,Y,N,-0.783715586,11.88863807,2.01E-08,88.1,.,.
ACTRT1,X,128050962,128052398,N,.,N,N,0.556617993,82.67639058,0.064112936,45.6,.,.
ACTRT2,1,3021483,3022903,N,.,N,N,-0.09614756,42.3337385,0.018722461,52,.,.
ACTRT3,3,169766921,169769895,N,.,N,N,0.125114793,59.14221219,0.000670124,66.1,.,.
ACVR1,2,157736444,157875862,Y,Lethal,Y,N,-0.661901927,14.98524049,0.956448193,14.2,DM,"Fibrodysplasia ossificans progressiva, 135100 (3)"
ACVR1B,12,51951667,51997078,Y,Lethal,Y,N,-0.444310324,22.50969497,0.998904331,6,DP,"Pancreatic cancer, somatic (3)"
ACVR1C,2,157526767,157629005,N,.,N,Y,-0.568991981,17.68825606,0.044891005,47.6,DM,.
ACVR2A,2,147844517,147930826,Y,Subviable,Y,N,0.040668219,52.64224113,0.993932262,8.9,.,.
ACVR2B,3,38453851,38493142,Y,Subviable,Y,N,-1.046491279,7.246628466,0.993110896,9.1,DM,"Heterotaxy, visceral, 4, autosomal, 613751 (3)"
ACVRL1,12,51906908,51923361,Y,.,Y,N,0.068917845,54.82433293,0.007941072,56,DM,"Telangiectasia, hereditary hemorrhagic, type 2, 600376 (3)"
ACY1,3,51983340,51989197,N,.,N,N,0.546393986,82.29437981,7.69E-05,72.7,DM,"Aminoacylase 1 deficiency, 609924 (3)"
ACY3,11,67642555,67650659,N,.,N,N,0.200145052,64.3919662,1.88E-07,85.2,.,.
ACYP1,14,75053221,75069483,N,.,N,N,0.047063497,53.15737686,0.223001664,37.9,.,.
ACYP2,2,53970838,54305300,N,.,N,N,0.366978017,74.20848527,0.000220645,69.5,.,.
AD000671.6,19,35739252,35745432,N,.,N,N,.,.,.,.,.,.
ADA,20,44619522,44652233,Y,.,Y,N,0.142034241,60.34033686,2.83E-09,90.2,DM,"Severe combined immunodeficiency due to ADA deficiency, 102700 (3); Adenosine deaminase deficiency, partial, 102700 (3)"
ADAD1,4,122378966,122429802,N,.,N,Y,-0.285636061,30.30618742,0.974992287,12.4,.,.
ADAD2,16,84191138,84197168,N,.,N,N,0.762537251,88.35445969,6.70E-05,73,.,.
ADAL,15,43330674,43354555,N,.,N,N,0.045300934,53.00688777,8.52E-09,89.1,.,.
ADAM10,15,58588807,58749978,Y,.,Y,N,-0.576495149,17.46252243,0.999844507,4.2,DM,"Reticulate acropigmentation of Kitamura, 615537 (3); {Alzheimer disease 18, susceptibility to}, 615590 (3)"
ADAM11,17,44759031,44781846,N,.,N,Y,-0.585759916,17.21363663,0.024736381,50.5,.,.
ADAM12,10,126012381,126388455,Y,.,Y,N,-0.456952762,21.98298316,0.341608447,34.5,DP,.
ADAM15,1,155050566,155062775,N,.,N,Y,0.646156788,85.53568328,1.08E-11,94.2,.,.
ADAM17,2,9488486,9555792,Y,.,Y,N,-0.688892092,14.23858309,0.997367645,7.3,DM,"?Inflammatory skin and bowel disease, neonatal, 1, 614328 (3)"
ADAM18,8,39584489,39730064,N,.,N,Y,0.858165292,90.33397002,1.53E-19,98.6,.,.
ADAM19,5,157395534,157575775,Y,.,Y,N,-0.447683782,22.39972217,4.20E-06,79.9,DM?,.
ADAM2,8,39743735,39838289,N,.,N,Y,0.660205663,85.92927013,7.21E-14,96.2,.,.
ADAM20,14,70522358,70535015,N,.,N,N,-0.152193444,38.54257105,1.80E-09,90.6,.,.
ADAM21,14,70452157,70459899,N,.,N,Y,2.237413822,98.91184812,0.014672876,53.3,.,.
ADAM22,7,87934143,88202889,Y,.,Y,N,-0.51153492,19.76616311,0.999388899,5.4,DM?,.
ADAM23,2,206443539,206621130,Y,Lethal,Y,N,-1.054799567,7.148231753,0.995404041,8.3,.,.
ADAM28,8,24294040,24359018,N,.,N,N,0.752160326,88.14030214,1.97E-17,98,.,.
ADAM29,4,174829668,174978180,N,.,N,N,-0.445771112,22.46917868,4.69E-07,83.8,.,.
ADAM30,1,119893533,119896495,N,.,N,N,-1.123143885,6.355270012,0.001938073,62,.,.
ADAM32,8,39106990,39284911,N,.,N,N,0.771642708,88.60334549,1.17E-08,88.7,.,.
ADAM33,20,3667965,3682246,N,.,N,Y,1.295138018,95.74000116,1.31E-11,94.1,DM?,.
ADAM7,8,24440930,24526970,N,.,N,N,1.388218809,96.33038143,1.74E-12,95.1,DP,.
ADAM8,10,133262403,133276868,N,Viable,N,Y,1.695900795,97.8873647,1.48E-07,85.6,.,.
ADAM9,8,38996869,39105144,N,.,N,Y,-0.613859382,16.36858251,0.828249261,20.7,DM,"Cone-rod dystrophy 9, 612775 (3)"
ADAMDEC1,8,24384285,24406013,N,.,N,N,0.397288115,75.70180008,1.76E-09,90.7,.,.
ADAMTS1,21,26835747,26845409,Y,.,Y,N,-0.286292138,30.26567112,0.594872991,27.6,.,.
ADAMTS10,19,8580242,8610735,N,.,N,N,-0.35845456,26.37031892,0.98034624,11.7,DM,"Weill-Marchesani syndrome 1, recessive, 277600 (3)"
ADAMTS12,5,33523535,33892192,N,.,N,Y,-0.38326217,25.25322683,1.54E-11,94.1,.,.
ADAMTS13,9,133414358,133459402,N,Viable,N,Y,0.931784799,91.75204028,7.88E-11,93.1,DM,"Thrombotic thrombocytopenic purpura, familial, 274150 (3)"
ADAMTS14,10,70672803,70762441,N,.,N,N,1.062229429,93.52318111,2.33E-06,81,.,.
ADAMTS15,11,130448974,130476641,N,Viable,N,Y,0.134183897,59.75574463,0.679914358,25.2,.,.
ADAMTS16,5,5140330,5320304,N,.,N,N,0.96930333,92.31348035,0.001086503,64.4,DP,.
ADAMTS17,15,99971589,100342005,N,.,N,N,-0.378764424,25.50211264,3.83E-11,93.6,DM,"Weill-Marchesani-like syndrome, 613195 (3)"
ADAMTS18,16,77247813,77435114,N,Viable,N,Y,1.375858642,96.26671297,3.74E-15,96.9,DM,"Microcornea, myopic chorioretinal atrophy, and telecanthus, 615458 (3)"
ADAMTS19,5,129460265,129738683,N,.,N,N,-0.316304619,28.50610638,0.951958941,14.6,.,.
ADAMTS2,5,179110851,179345430,N,.,N,Y,-0.614382069,16.35121838,0.992213475,9.4,DM,"Ehlers-Danlos syndrome, type VIIC, 225410 (3)"
ADAMTS20,12,43353866,43551921,N,.,N,Y,-0.917977625,9.249290965,4.85E-26,99.4,.,.
ADAMTS3,4,72280969,72568799,N,.,N,N,-1.515974584,3.258667593,1.79E-06,81.5,.,.
ADAMTS4,1,161184308,161199056,N,.,N,Y,0.911647357,91.30636106,0.00546594,57.7,.,.
ADAMTS5,21,26917912,26966513,N,.,N,Y,-0.079882631,43.62447184,0.118850234,42.2,.,.
ADAMTS6,5,65148736,65481920,N,.,N,N,-0.431721062,23.10586329,0.998800473,6.1,.,.
ADAMTS7,15,78759203,78811431,N,.,N,N,4.441062911,99.81478266,2.99E-07,84.5,.,.
ADAMTS8,11,130404925,130428993,N,.,N,N,-0.049064732,45.89917231,1.06E-08,88.9,.,.
ADAMTS9,3,64515654,64688000,Y,.,Y,N,-1.67787526,2.529374313,4.23E-07,84,.,.
ADAMTSL1,9,18473894,18910950,N,.,N,N,1.429774462,96.55032702,8.83E-05,72.3,.,.
ADAMTSL2,9,133532164,133575519,N,.,N,N,.,.,0.071058667,45,DM,"Geleophysic dysplasia 1, 231050 (3)"
ADAMTSL3,15,83654086,84039842,N,.,N,N,0.257583618,67.87636742,9.55E-09,89,DM,.
ADAMTSL4,1,150549369,150560937,N,.,N,N,1.509780294,97.00758233,7.09E-16,97.4,DM,"Ectopia lentis, isolated, autosomal recessive, 225100 (3); Ectopia lentis et pupillae, 225200 (3)"
ADAMTSL5,19,1505018,1513604,N,.,N,N,0.258406299,67.95161197,3.22E-10,92.1,.,.
ADAP1,7,897901,955407,N,.,N,N,-0.388917343,25.00434103,0.657926854,25.8,.,.
ADAP2,17,30906344,30959322,N,.,N,N,-0.133814513,39.83909244,3.98E-05,74.5,.,.
ADAR,1,154582062,154627999,Y,Lethal,Y,N,-1.841684809,2.06633096,0.907595373,17.5,DM,"Dyschromatosis symmetrica hereditaria, 127400 (3); Aicardi-Goutieres syndrome 6, 615010 (3)"
ADARB1,21,45073853,45226560,Y,.,Y,N,-1.414184339,3.849047867,0.843939347,20.1,FP,.
ADARB2,10,1177318,1737476,N,.,N,N,0.192944613,64.01574347,0.738168861,23.5,.,.
ADAT1,16,75596981,75623300,N,.,N,N,0.116000912,58.43028304,6.80E-11,93.2,.,.
ADAT2,6,143422832,143450673,N,.,N,N,-0.153605457,38.49626671,2.09E-08,88.1,.,.
ADAT3,19,1905378,1913447,N,.,N,N,.,.,0.001179647,64.1,DM,"Mental retardation, autosomal recessive 36, 615286 (3)"
ADCK1,14,77800083,77935012,N,.,N,N,-0.126964929,40.27898362,4.23E-09,89.8,.,.
ADCK2,7,140673153,140696261,N,Viable,N,Y,0.551177708,82.49117324,0.000169238,70.3,.,.
ADCK3,1,226897536,226987545,N,.,N,N,0.350661874,73.39237136,1.24E-05,77.5,DM,"Coenzyme Q10 deficiency, primary, 4, 612016 (3)"
ADCK4,19,40691529,40718207,N,.,N,N,0.173154201,62.77710251,1.82E-07,85.3,.,"Nephrotic syndrome, type 9, 615573 (3)"
ADCK5,8,144373101,144393242,N,.,N,N,0.194555337,64.09677606,0.908275225,17.4,.,.
ADCY1,7,45574140,45723116,N,.,N,Y,-2.003251612,1.638015859,0.99990962,3.7,.,"?Deafness, autosomal recessive 44, 610154 (3)"
ADCY10,1,167809388,167914215,N,.,N,Y,0.08388323,56.0224576,5.85E-26,99.4,DM?,"{Hypercalciuria, absorptive, susceptibility to}, 143870 (3)"
ADCY2,5,7396208,7830081,N,.,N,N,-1.448691364,3.681194652,0.999995486,2.2,.,.
ADCY3,2,24819169,24919839,Y,.,Y,N,-1.494412731,3.397580598,0.001379301,63.5,DP,.
ADCY4,14,24318349,24335093,N,.,N,Y,-0.675506349,14.61480581,2.38E-13,95.8,.,.
ADCY5,3,123282296,123449758,N,.,N,Y,-2.016226141,1.597499566,0.989940592,10,DM,"Dyskinesia, familial, with facial myokymia, 606703 (3)"
ADCY6,12,48766194,48789037,N,.,N,Y,-1.476666571,3.490189269,0.596680215,27.5,DP,"?Lethal congenital contracture syndrome 8, 616287 (3)"
ADCY7,16,50246137,50318135,Y,.,Y,N,-0.40987645,23.95670545,0.017721208,52.2,.,.
ADCY8,8,130780301,131042426,N,.,N,Y,-1.713138467,2.402037391,0.002985662,60.3,DM?,.
ADCY9,16,3953387,4116185,N,Subviable,Y,N,-2.022565598,1.58013544,0.974310442,12.5,FP,.
ADCYAP1,18,904943,912172,Y,.,Y,N,-0.003544497,49.14626382,0.133462669,41.4,DP,.
ADCYAP1R1,7,31052461,31111479,Y,Subviable,Y,N,-0.568991981,17.68825606,0.001334785,63.6,.,.
ADD1,4,2843857,2930076,Y,.,Y,N,-0.29011822,30.06308966,0.611299256,27.2,DFP,"{Hypertension, essential, salt-sensitive}, 145500 (3)"
ADD2,2,70607618,70768225,N,.,N,Y,-0.84359461,10.71366557,0.999175207,5.7,.,.
ADD3,10,109996368,110135565,N,.,N,Y,-0.203908406,35.22023499,0.952357437,14.5,.,.
ADGB,6,146598965,146815462,N,.,N,N,.,.,.,.,.,.
ADGRA1,10,133070929,133131675,N,.,N,N,.,.,.,.,.,.
ADGRA2,8,37784191,37844896,N,.,Y,N,.,.,.,.,.,.
ADGRA3,4,22345071,22516054,N,.,N,Y,.,.,.,.,.,.
ADGRB1,8,142449430,142545009,N,.,Y,N,.,.,.,.,.,.
ADGRB2,1,31727117,31764893,N,.,N,Y,.,.,.,.,.,.
ADGRB3,6,68635367,69389511,N,.,N,N,.,.,.,.,.,.
ADGRD1,12,130953907,131141469,N,Viable,N,Y,.,.,.,.,.,.
ADGRD2,9,124451600,124478589,N,.,N,N,.,.,.,.,.,.
ADGRE1,19,6887566,6940459,N,.,N,Y,.,.,.,.,.,.
ADGRE2,19,14732393,14778541,N,.,N,N,.,.,.,.,.,.
ADGRE3,19,14619117,14690027,N,.,N,N,.,.,.,.,.,.
ADGRE5,19,14380501,14408725,N,.,N,Y,.,.,.,.,.,.
ADGRF1,6,46997703,47042363,N,.,N,N,.,.,.,.,.,.
ADGRF2,6,47656436,47697797,N,.,N,N,.,.,.,.,.,.
ADGRF3,2,26308173,26346817,N,.,N,N,.,.,.,.,.,.
ADGRF4,6,47685864,47722021,N,.,N,N,.,.,.,.,.,.
ADGRF5,6,46852512,46954943,N,Viable,N,Y,.,.,.,.,.,.
ADGRG1,16,57610652,57665580,N,.,N,Y,.,.,.,.,.,.
ADGRG2,X,18989309,19122637,N,.,N,Y,.,.,.,.,.,.
ADGRG3,16,57668187,57689378,N,.,N,N,.,.,.,.,.,.
ADGRG4,X,136300963,136416888,N,.,N,N,.,.,.,.,.,.
ADGRG5,16,57542421,57591681,N,.,N,N,.,.,.,.,.,.
ADGRG6,6,142301854,142446266,N,.,Y,N,.,.,.,.,.,.
ADGRG7,3,100609589,100695479,N,.,N,N,.,.,.,.,.,.
ADGRL1,19,14147743,14206187,N,.,N,Y,.,.,.,.,.,.
ADGRL2,1,81306160,81992436,N,.,Y,N,.,.,.,.,.,.
ADGRL3,4,61201258,62078335,N,Viable,N,Y,.,.,.,.,.,.
ADGRL4,1,78889764,79006718,N,.,N,Y,.,.,.,.,.,.
ADGRV1,5,90529344,91164221,N,Viable,N,Y,.,.,.,.,.,"Febrile seizures, familial, 4, 604352 (3); Usher syndrome, type 2C, 605472 (3); Usher syndrome, type 2C, GPR98/PDZD7 digenic, 605472 (3)"
ADH1A,4,99276367,99291028,N,.,N,N,0.135487969,59.87729351,6.69E-08,86.6,.,.
ADH1B,4,99304964,99321401,N,.,N,N,0.718969098,87.40522081,0.193827609,38.9,DFP,"{Alcohol dependence, protection against}, 103780 (3); {Aerodigestive tract cancer, squamous cell, alcohol-related, protection against} (3)"
ADH1C,4,99336492,99353027,N,.,N,Y,.,.,.,.,DFP,"{Alcohol dependence, protection against}, 103780 (3); {Parkinson disease, susceptibility to}, 168600 (3)"
ADH4,4,99123657,99157792,N,.,N,N,0.551027573,82.47959715,7.01E-06,78.9,FP,.
ADH5,4,99070978,99088801,N,Viable,N,Y,-0.180746515,36.69039764,9.11E-07,82.7,FP,.
ADH6,4,99202638,99219537,N,.,N,N,0.23207049,66.37147653,0.002016524,61.9,.,.
ADH7,4,99412261,99435737,N,.,N,Y,0.17491644,62.86392313,7.33E-09,89.3,DP,.
ADHFE1,8,66430185,66471601,N,.,N,N,-0.482629449,20.86589107,3.88E-05,74.6,.,.
ADI1,2,3497361,3519736,N,.,N,N,0.642833002,85.44886265,0.006029451,57.2,.,.
ADIG,20,38581195,38588463,N,Viable,N,Y,0.471067589,79.34247844,.,.,.,.
ADIPOQ,3,186842690,186858463,N,.,N,Y,0.471213564,79.34826648,5.62E-07,83.6,DM,"Adiponectin deficiency, 612556 (3)"
ADIPOR1,1,202940823,202958572,N,Viable,N,Y,-0.500661427,20.13080975,0.592753906,27.6,DFP,.
ADIPOR2,12,1688574,1788678,N,.,N,Y,-0.303666373,29.26433987,0.810597984,21.3,.,.
ADIRF,10,86968192,86983934,N,.,N,N,0.143647524,60.46767379,0.033386817,49.2,.,.
ADK,10,74151185,74709303,Y,.,Y,N,-0.393703195,24.72072698,0.322841314,35.1,DM,"Hypermethioninemia due to adenosine kinase deficiency, 614300 (3)"
ADM,11,10304680,10307397,Y,.,Y,N,0.013375229,50.50645367,0.576630086,28.1,DP,.
ADM2,22,50481556,50486440,N,Viable,N,Y,0.479526897,79.73027725,0.015300038,53,.,.
ADM5,19,49688664,49690575,N,.,N,N,.,.,0.036214399,48.8,.,.
ADNP,20,50888919,50931240,Y,.,Y,N,-1.502998121,3.357064305,0.9989041,6,DM?,"Helsmoortel-van der Aa syndrome, 615873 (3)"
ADNP2,18,80109031,80147523,N,.,N,N,-1.116321995,6.401574347,0.346937921,34.3,.,.
ADO,10,62804857,62808483,N,.,N,N,0.163436574,62.02465706,0.745072785,23.3,.,.
ADORA1,1,203090654,203167405,N,.,N,Y,-0.232310623,33.58800718,0.021258038,51.3,DP,.
ADORA2A,22,24417879,24442360,N,.,N,Y,-0.471451247,21.36945071,0.331624356,34.8,DP,.
ADORA2B,17,15944917,15975746,N,Viable,N,Y,-0.534347745,18.81113619,2.01E-05,76.2,.,.
ADPGK,15,72751369,72785846,N,.,N,N,-0.33543894,27.48162297,0.022156295,51.1,.,.
ADPRH,3,119579268,119589945,N,.,N,Y,-0.009939149,48.69479655,8.59E-06,78.5,.,.
ADPRHL1,13,113421940,113453524,N,.,N,N,0.635476197,85.21734097,2.88E-07,84.6,.,.
ADPRHL2,1,36088875,36093932,N,.,N,N,-0.496832081,20.33339121,6.50E-05,73.1,.,.
ADPRM,17,10697594,10711233,N,.,N,N,0.122244706,58.89332639,0.065596775,45.5,.,.
ADRA1A,8,26748150,26867273,N,.,N,Y,-0.326827012,27.93309024,4.17E-07,84,DP,.
ADRA1B,5,159916783,159972544,N,.,N,Y,-0.359862201,26.32401459,0.182479135,39.2,.,.
ADRA1D,20,4220631,4249074,N,.,N,Y,-0.201341563,35.40545234,.,.,.,.
ADRA2A,10,111077163,111080907,N,Viable,N,Y,0.008742604,50.21705157,.,.,DP,.
ADRA2B,2,96112875,96116245,Y,.,Y,N,0.311884256,71.19291544,0.000244369,69.2,DM,"Epilepsy, myoclonic, familial adult, 2, 607876 (3)"
ADRA2C,4,3766348,3768526,N,.,N,Y,-0.257690928,32.05996411,0.645951821,26.2,DFP,"{Congestive heart failure and beta-blocker response, modifier of} (3)"
